Dates;Air_Relat_Hum;Air_Temp;Wind_Dir;Solar_Rad;Wind_Speed;Rain
2025-03-18 04:52:09.826;83;10.04;77;6;2;0
2025-03-18 05:51:41.505;92;8.69;54;5;0;0
2025-03-18 06:51:15.036;92;8.64;52;3;7;0
2025-03-18 07:50:52.882;92;8.82;55;2;6;0
2025-03-18 08:50:31.363;92;9.13;47;6;9;0
2025-03-18 09:50:16.231;92;9.72;53;1;7;0
2025-03-18 10:50:02.639;89;11.28;48;7;5;0
2025-03-18 11:49:32.434;83;12.44;60;0;13;0
2025-03-18 12:48:50.278;86;10.51;41;4;14;0
2025-03-18 13:48:34.631;78;11.92;61;0;6;0
2025-03-18 14:48:09.083;74;11.92;77;0;14;0
2025-03-18 15:48:02.270;67;13.25;51;0;4;0
2025-03-18 16:47:33.258;87;10.95;65;4;8;0
2025-03-18 17:47:15.412;88;11.14;51;0;2;0
2025-03-18 18:47:04.799;86;11.79;338;0;0;0
2025-03-18 19:46:39.279;91;10.85;339;6;0;0
2025-03-18 20:46:15.671;92;10.36;39;8;2;0
2025-03-18 21:45:52.357;92;9.73;62;8;0;0
2025-03-18 22:45:30.141;94;8.94;62;8;0;0
2025-03-18 23:45:05.984;95;8.34;62;8;0;0
2025-03-19 00:44:36.702;95;6.94;62;8;0;0
2025-03-19 01:44:07.237;95;6.09;62;8;0;0
2025-03-19 02:43:49.670;96;6.640000000000001;62;7;0;0
2025-03-19 03:43:30.489;96;6.6000000000000005;276;6;2;0
2025-03-19 04:43:08.851;96;6.42;276;6;1;0
2025-03-19 05:42:48.292;97;6.0;278;6;2;0
2025-03-19 06:42:19.966;96;5.42;278;6;1;0
2025-03-19 07:41:49.004;97;4.6000000000000005;16;7;0;0
2025-03-19 08:41:46.144;97;6.95;273;0;2;0
2025-03-19 09:41:41.457;78;11.17;180;0;7;0
2025-03-19 10:41:31.976;69;13.32;251;0;8;0
2025-03-19 11:41:12.145;60;14.47;272;0;8;0
2025-03-19 12:40:51.504;57;15.26;265;0;1;0
2025-03-19 13:40:35.139;52;16.41;160;0;2;0
2025-03-19 14:40:16.035;49;17.64;94;0;3;0
2025-03-19 15:40:06.844;45;18.84;224;0;9;0
2025-03-19 16:39:38.535;43;18.57;81;0;7;0
2025-03-19 17:39:10.165;46;17.88;29;0;3;0
2025-03-19 18:38:40.975;52;16.82;153;0;3;0
2025-03-19 19:38:09.134;66;14.0;104;0;12;0
2025-03-19 20:37:43.891;64;13.2;117;0;14;0
2025-03-19 21:37:21.362;68;12.31;125;0;9;0
2025-03-19 22:36:55.662;66;12.34;239;0;12;0
2025-03-19 23:36:35.789;66;12.47;243;0;18;0
2025-03-20 00:36:12.495;66;12.5;197;0;18;0
2025-03-20 01:35:44.641;71;11.76;229;0;13;0
2025-03-20 02:35:18.538;73;11.36;244;0;5;0
2025-03-20 03:34:58.963;71;11.66;182;0;15;0
2025-03-20 04:34:33.638;73;11.07;247;0;12;0
2025-03-20 05:34:05.196;78;9.91;289;0;8;0
2025-03-20 06:33:41.832;80;9.64;283;0;7;0
2025-03-20 07:33:19.306;78;10.11;274;0;4;0
2025-03-20 08:32:58.930;80;10.84;292;0;0;0
2025-03-20 09:33:03.163;67;14.54;48;0;6;0
2025-03-20 10:32:37.329;57;15.73;3;0;5;0
2025-03-20 11:32:14.245;59;16.14;65;0;4;0
2025-03-20 12:31:52.059;61;16.53;37;0;2;0
2025-03-20 13:31:32.331;62;17.11;60;0;6;0
2025-03-20 14:31:09.355;58;17.31;76;0;7;0
2025-03-20 15:30:46.870;59;17.61;55;0;8;0
2025-03-20 16:30:27.812;54;18.19;31;0;0;0
2025-03-20 17:30:12.921;54;19.51;92;0;7;0
2025-03-20 18:29:32.939;44;18.17;35;0;5;0
2025-03-20 19:28:56.683;53;15.94;107;0;0;0
2025-03-20 20:28:21.572;53;14.38;54;0;0;0
2025-03-20 21:28:01.533;51;15.42;45;0;5;0
2025-03-20 22:27:40.308;57;14.88;64;0;7;0
2025-03-20 23:27:13.490;78;12.91;89;0;9;0
2025-03-21 00:26:42.318;90;11.13;44;8;2;0
2025-03-21 01:26:18.592;86;10.6;16;5;8;0
2025-03-21 02:25:54.088;83;10.17;39;0;3;0
2025-03-21 03:25:29.390;84;10.32;52;0;7;0
2025-03-21 04:25:08.568;82;10.32;28;0;4;0
2025-03-21 05:24:44.814;85;10.11;46;0;3;0
2025-03-21 06:24:26.620;85;10.09;38;7;6;0
2025-03-21 07:24:02.777;82;9.13;82;0;15;0
2025-03-21 08:23:35.430;82;8.34;56;0;11;0
2025-03-21 09:23:08.593;80;8.66;70;0;5;0
2025-03-21 10:22:42.140;82;8.92;99;0;7;0
2025-03-21 11:22:32.530;66;11.31;12;0;16;0
2025-03-21 12:22:16.417;60;12.28;37;0;13;0
2025-03-21 13:21:55.736;58;12.98;50;0;12;0
2025-03-21 14:21:37.677;50;13.25;67;0;13;0
2025-03-21 15:21:13.573;58;13.01;7;0;13;0
2025-03-21 16:20:55.043;62;12.78;56;0;12;0
2025-03-21 17:20:27.432;72;11.85;30;10;10;0
2025-03-21 18:19:59.218;82;10.07;30;9;10;0
2025-03-21 19:19:43.511;80;10.69;37;0;7;0
2025-03-21 20:19:14.514;83;9.88;70;0;7;0
2025-03-21 21:18:53.882;81;10.32;72;0;9;0
2025-03-21 22:18:28.546;84;10.17;58;7;7;0
2025-03-21 23:18:07.170;91;9.38;64;6;3;0
2025-03-22 00:17:44.968;91;9.57;82;8;6;0
2025-03-22 01:17:24.933;91;9.61;56;7;10;0
2025-03-22 02:16:57.556;88;9.06;53;3;15;0
2025-03-22 03:16:25.550;89;6.51;73;7;10;0
2025-03-22 04:16:03.716;88;6.32;63;8;15;0
2025-03-22 05:15:39.115;89;5.78;92;6;7;0
2025-03-22 06:15:18.205;91;5.8500000000000005;36;8;5;0
2025-03-22 07:14:55.975;86;5.8500000000000005;71;4;4;0
2025-03-22 08:14:33.916;84;5.95;39;0;5;0
2025-03-22 09:14:13.137;80;7.01;32;0;9;0
2025-03-22 10:13:49.690;73;7.66;78;0;15;0
2025-03-22 11:13:28.660;75;7.7;73;0;6;0
2025-03-22 12:13:11.372;71;8.25;87;0;7;0
2025-03-22 13:12:53.363;71;8.86;89;0;11;0
2025-03-22 14:12:32.435;79;10.25;59;0;8;0
2025-03-22 15:12:09.595;70;10.36;105;0;11;0
2025-03-22 16:11:48.168;68;10.61;61;0;12;0
2025-03-22 17:11:11.886;83;7.09;84;6;9;0
2025-03-22 18:10:50.832;87;6.72;83;0;9;0
2025-03-22 19:10:30.640;86;6.42;93;8;15;0
2025-03-22 20:10:02.349;86;6.17;82;0;10;0
2025-03-22 21:09:34.743;89;4.76;42;4;5;0
2025-03-22 22:09:15.036;90;4.97;72;5;15;0
2025-03-22 23:08:51.754;91;4.39;76;5;10;0
2025-03-23 00:08:28.838;90;4.79;341;8;7;0
2025-03-23 01:08:06.711;90;4.54;45;9;6;0
2025-03-23 02:07:42.564;92;3.73;18;7;5;0
2025-03-23 03:07:23.350;91;4.42;38;7;7;0
2025-03-23 04:06:59.816;88;4.22;23;0;1;0
2025-03-23 05:06:35.703;92;4.01;47;7;5;0
2025-03-23 06:06:17.643;93;4.23;75;9;4;0
2025-03-23 07:05:57.622;93;4.38;44;8;3;0
2025-03-23 08:05:34.600;94;4.45;78;6;1;0
2025-03-23 09:05:15.002;94;4.76;39;5;5;0
2025-03-23 10:04:55.603;95;5.32;76;6;9;0
2025-03-23 11:04:32.902;92;5.8500000000000005;82;0;9;0
2025-03-23 12:04:35.579;85;7.91;11;0;10;0
2025-03-23 13:04:09.349;80;8.59;14;0;4;0
2025-03-23 14:03:37.449;81;8.38;52;2;11;0
2025-03-23 15:03:13.392;89;7.51;40;6;2;0
2025-03-23 16:02:36.321;89;5.13;99;3;3;0
2025-03-23 17:02:19.364;90;4.73;50;2;6;0
2025-03-23 18:02:05.898;89;5.73;66;4;6;0
2025-03-23 19:01:39.518;90;5.04;67;5;6;0
2025-03-23 20:01:14.756;92;4.53;49;3;4;0
2025-03-23 21:00:47.717;92;4.61;32;0;2;0
2025-03-23 22:00:22.958;93;4.86;42;7;2;0
2025-03-23 22:59:59.594;93;5.01;85;7;0;0
2025-03-23 23:59:40.469;93;5.29;19;7;0;0
2025-03-24 00:59:16.426;94;5.26;60;6;3;0
2025-03-24 01:58:53.277;92;5.34;83;2;10;0
2025-03-24 02:58:22.461;93;4.79;74;3;2;0
2025-03-24 03:57:55.864;93;4.48;46;4;5;0
2025-03-24 04:57:27.263;94;3.98;70;6;4;0
2025-03-24 05:56:59.590;93;2.86;41;6;0;0
2025-03-24 06:56:33.765;94;1.86;41;7;0;0
2025-03-24 07:56:16.171;95;1.66;358;6;2;0
2025-03-24 08:56:03.758;96;3.26;312;0;2;0
2025-03-24 09:56:08.613;93;6.57;355;0;0;0
2025-03-24 10:55:53.295;72;9.63;41;0;2;0
2025-03-24 11:55:12.415;64;10.63;36;0;2;0
2025-03-24 12:54:53.869;54;12.03;15;0;3;0
2025-03-24 13:54:27.589;55;12.23;341;0;2;0
2025-03-24 14:53:57.368;55;12.28;19;0;2;0
2025-03-24 15:53:37.192;59;12.0;29;0;5;0
2025-03-24 16:53:08.998;60;11.67;42;0;1;0
2025-03-24 17:52:41.657;56;11.28;83;0;4;0
2025-03-24 18:52:14.850;52;11.0;98;0;1;0
2025-03-24 19:51:33.026;69;8.290000000000001;169;0;0;0
2025-03-24 20:50:59.495;82;5.47;169;0;0;0
2025-03-24 21:50:31.225;88;3.98;169;0;0;0
2025-03-24 22:50:08.275;90;3.19;170;0;0;0
2025-03-24 23:49:44.677;92;2.48;170;1;2;0
2025-03-25 00:49:21.310;93;2.17;170;1;2;0
2025-03-25 01:48:56.120;93;1.67;170;0;2;0
2025-03-25 02:48:33.639;94;1.45;170;0;2;0
2025-03-25 03:48:10.886;94;1.23;170;1;0;0
2025-03-25 05:47:21.236;95;0.79;170;4;1;0
2025-03-25 06:46:57.808;95;0.51;170;0;0;0
2025-03-25 07:46:36.456;95;0.73;170;10;0;0
2025-03-25 08:46:50.381;92;4.59;126;0;0;0
2025-03-25 09:46:30.739;87;7.13;126;0;1;0
2025-03-25 10:46:36.394;70;11.45;46;0;2;0
2025-03-25 11:46:22.416;62;12.79;108;0;6;0
2025-03-25 12:45:47.988;59;13.35;55;0;7;0
2025-03-25 13:45:12.857;66;12.2;318;0;2;0
2025-03-25 14:44:45.119;67;10.94;273;0;15;0
2025-03-25 15:44:17.135;69;10.63;173;0;3;0
2025-03-25 16:44:05.720;66;11.88;174;0;0;0
2025-03-25 17:43:43.389;65;11.67;273;0;2;0
2025-03-25 18:43:16.743;70;11.17;145;0;2;0
2025-03-25 19:42:54.185;79;10.36;277;6;0;0
2025-03-25 20:42:28.160;80;9.81;197;0;5;0
2025-03-25 21:42:00.069;81;8.73;212;0;0;0
2025-03-25 22:41:25.499;88;6.75;138;0;2;0
2025-03-25 23:40:57.159;90;5.89;105;0;4;0
2025-03-26 00:40:29.268;92;4.14;207;0;1;0
2025-03-26 01:40:09.186;93;3.79;262;0;6;0
2025-03-26 02:39:45.595;93;2.78;262;0;2;0
2025-03-26 03:39:21.075;94;2.14;262;6;1;0
2025-03-26 04:38:59.516;94;1.82;246;8;0;0
2025-03-26 05:38:33.455;94;1.04;246;7;0;0
2025-03-26 06:38:07.154;95;0.67;264;8;1;0
2025-03-26 07:37:42.627;95;0.48;265;9;1;0
2025-03-26 08:37:51.668;90;3.76;264;0;0;0
2025-03-26 09:38:00.821;80;8.42;151;0;0;0
2025-03-26 10:37:57.644;62;12.44;168;0;5;0
2025-03-26 11:37:39.405;57;14.38;91;0;0;0
2025-03-26 12:37:00.787;56;14.1;21;0;5;0
2025-03-26 13:36:56.293;52;16.45;62;0;10;0
2025-03-26 14:36:28.516;50;16.69;34;0;5;0
2025-03-26 15:36:00.226;45;17.0;26;0;6;0
2025-03-26 16:35:32.028;43;16.79;127;0;10;0
2025-03-26 17:35:01.199;37;16.54;171;0;5;0
2025-03-26 18:34:28.677;45;15.78;139;0;4;0
2025-03-26 19:33:52.551;54;13.79;60;0;1;0
2025-03-26 20:33:15.182;69;10.6;129;0;4;0
2025-03-26 21:32:49.118;77;8.86;270;0;3;0
2025-03-26 22:32:21.142;83;7.36;271;0;2;0
2025-03-26 23:31:54.681;88;5.73;271;0;0;0
2025-03-27 00:31:24.885;91;4.66;271;0;2;0
2025-03-27 01:31:00.894;92;4.23;272;0;0;0
2025-03-27 02:30:35.842;93;3.75;270;0;0;0
2025-03-27 03:30:10.326;93;3.2;270;3;3;0
2025-03-27 04:29:46.933;93;2.56;270;5;3;0
2025-03-27 05:29:26.374;93;2.03;271;6;1;0
2025-03-27 06:29:06.639;94;1.89;272;7;1;0
2025-03-27 07:28:40.059;94;1.45;272;8;0;0
2025-03-27 08:28:37.617;92;4.39;150;5;0;0
2025-03-27 09:28:45.782;84;8.75;271;0;0;0
2025-03-27 10:28:44.462;67;13.7;18;0;3;0
2025-03-27 11:28:17.420;58;14.32;167;0;0;0
2025-03-27 12:23:40.783;88;6.4;270;4.5;5.8;0.0
2025-03-27 13:44:55.560;81;7.7;255;2.92;5.6;0.0
2025-03-27 14:25:51.387;78;8.4;259;4.4;5.5;0.0
2025-03-27 15:36:08.483;77;8.1;231;3.18;5.1;0.0
2025-03-27 16:54:55.789;77;8.2;219;1.55;4.6;0.0
2025-03-27 17:33:54.250;75;8.2;214;1.4;5.2;0.0
2025-03-27 18:33:32.079;76;7.8;186;0.02;6.5;0.0
2025-03-27 19:34:01.268;81;7.2;180;0.0;5.8;0.0
2025-03-27 20:28:15.438;86;6.4;164;0.0;5.2;0.0
2025-03-27 21:05:02.238;92;5.3;171;0.0;4.7;0.0
2025-03-27 22:59:30.350;93;4.7;171;0.0;4.7;0.0
2025-03-27 23:44:50.465;94;4.2;169;0.0;5.5;0.0
2025-03-28 00:18:01.244;94;3.6;171;0.0;4.7;0.0
2025-03-28 01:29:20.913;95;3.0;148;0.0;4.7;0.0
2025-03-28 02:04:36.645;100;1.5;142;0.0;5.9;0.0
2025-03-28 03:31:25.042;100;1.2;138;0.0;5.4;0.0
2025-03-28 04:34:12.568;100;0.7;127;0.0;5.4;0.0
2025-03-28 05:18:14.711;100;0.7;138;0.0;5.4;0.0
2025-03-28 06:23:42.345;100;1.7;145;0.1;7.0;0.0
2025-03-28 07:44:11.690;98;2.1;142;0.78;6.4;0.0
2025-03-28 08:19:26.252;91;3.5;143;4.68;7.2;0.0
2025-03-28 09:15:52.920;88;5.1;137;18.25;6.9;0.0
2025-03-28 10:59:43.568;76;7.8;127;33.12;7.2;0.0
2025-03-28 11:44:42.163;62;10.6;140;48.78;8.9;0.0
2025-03-28 12:26:14.465;47;13.0;126;50.78;8.0;0.0
2025-03-28 13:39:55.936;42;14.3;115;48.18;8.4;0.0
2025-03-28 14:18:34.824;39;15.0;119;40.82;10.3;0.0
2025-03-28 15:56:55.303;35;16.3;114;29.55;8.7;0.0
2025-03-28 16:59:17.088;40;16.0;106;16.85;9.0;0.0
2025-03-28 17:33:10.209;40;15.3;111;4.92;8.9;0.0
2025-03-28 18:35:04.352;44;14.6;105;0.15;7.1;0.0
2025-03-28 19:01:24.386;50;13.0;112;0.0;8.6;0.0
2025-03-28 20:20:25.187;54;11.6;117;0.0;8.0;0.0
2025-03-28 21:34:07.417;57;10.4;108;0.0;7.2;0.0
2025-03-28 22:40:34.311;61;9.6;105;0.0;5.6;0.0
2025-03-28 23:16:59.084;63;9.2;93;0.0;6.5;0.0
2025-03-29 00:52:08.018;66;8.5;100;0.0;6.2;0.0
2025-03-29 01:39:53.368;69;7.9;79;0.0;3.7;0.0
2025-03-29 02:49:28.576;73;7.5;85;0.0;4.0;0.0
2025-03-29 03:04:25.828;74;7.0;48;0.0;4.3;0.0
2025-03-29 04:30:03.745;76;6.7;55;0.0;4.4;0.0
2025-03-29 05:53:08.807;77;6.3;41;0.0;3.3;0.0
2025-03-29 06:17:55.868;77;6.0;310;0.9199999999999999;6.1;0.0
2025-03-29 07:54:07.094;74;6.3;317;4.9;8.4;0.0
2025-03-29 08:36:41.816;67;7.8;328;10.2;8.9;0.0
2025-03-29 09:29:47.690;63;9.4;312;18.919999999999998;11.2;0.0
2025-03-29 10:03:26.649;63;10.5;314;6.9;12.0;0.0
2025-03-29 11:25:28.319;62;12.0;313;10.75;13.8;0.0
2025-03-29 12:22:33.165;61;13.1;321;27.3;14.8;0.0
2025-03-29 13:31:02.848;58;13.6;323;10.98;14.4;0.0
2025-03-29 14:14:10.678;59;13.5;327;13.55;16.7;0.0
2025-03-29 15:06:51.951;56;13.6;333;12.42;17.4;0.0
2025-03-29 16:57:02.996;62;12.0;342;3.4200000000000004;16.3;0.0
2025-03-29 17:27:04.068;63;11.5;344;0.82;16.1;0.0
2025-03-29 18:09:19.384;59;11.3;335;0.0;11.9;0.0
2025-03-29 19:27:56.297;60;10.8;333;0.0;8.9;0.0
2025-03-29 20:20:10.665;57;9.8;338;0.0;11.3;0.0
2025-03-29 21:23:31.727;58;8.8;336;0.0;8.7;0.0
2025-03-29 22:01:51.598;56;8.1;339;0.0;6.2;0.0
2025-03-29 23:58:31.105;59;7.4;319;0.0;3.3;0.0
2025-03-30 00:41:01.091;63;6.4;295;0.0;7.6;0.0
2025-03-30 01:54:38.464;63;5.5;266;0.0;5.8;0.0
2025-03-30 02:38:24.406;61;5.3;266;0.0;5.8;0.0
2025-03-30 03:18:03.746;63;4.8;201;0.0;5.0;0.0
2025-03-30 04:13:04.206;65;4.3;199;0.0;6.5;0.0
2025-03-30 05:01:23.374;69;4.0;209;0.0;6.6;0.0
2025-03-30 06:51:15.939;70;4.3;197;0.42000000000000004;9.8;0.0
2025-03-30 07:57:47.373;66;5.0;204;1.58;11.4;0.0
2025-03-30 08:49:57.525;63;6.3;197;6.220000000000001;12.4;0.0
2025-03-30 09:53:20.904;60;7.9;229;0.85;14.8;0.6
2025-03-30 10:55:05.241;72;7.3;239;0.3;15.2;0.8
2025-03-30 11:39:16.712;66;8.8;253;9.05;20.4;0.0
2025-03-30 12:41:56.348;73;8.2;251;1.78;17.9;0.1
2025-03-30 13:23:13.000;67;9.2;247;4.45;19.5;0.2
2025-03-30 14:11:57.585;70;9.1;242;1.3;19.5;0.1
2025-03-30 15:40:11.166;80;8.7;247;0.18;18.1;2.0
2025-03-30 16:40:40.896;79;8.7;248;0.32;12.8;1.2
2025-03-30 17:03:50.492;78;8.6;266;0.18;14.8;0.3
2025-03-30 18:32:24.330;80;8.3;293;0.0;16.8;0.1
2025-03-30 19:29:31.275;82;7.8;294;0.0;14.2;0.1
2025-03-30 20:49:50.928;81;7.6;287;0.0;15.8;0.0
2025-03-30 21:04:06.991;83;7.5;288;0.0;14.0;0.3
2025-03-30 22:42:45.908;85;7.3;288;0.0;12.5;0.0
2025-03-30 23:27:10.940;86;7.2;285;0.0;12.3;0.0
2025-03-31 00:37:45.028;86;7.2;293;0.0;12.1;0.0
2025-03-31 01:02:57.721;88;7.1;296;0.0;12.4;0.0
2025-03-31 02:39:37.367;87;7.0;299;0.0;12.7;0.0
2025-03-31 03:12:29.999;87;7.0;311;0.0;12.5;0.0
2025-03-31 04:22:00.041;85;7.1;328;0.0;12.8;0.0
2025-03-31 05:39:32.977;82;6.7;327;0.0;12.0;0.0
2025-03-31 06:28:11.626;81;6.6;322;0.25;12.8;0.0
2025-03-31 07:37:31.598;84;6.5;323;0.12;12.1;0.0
2025-03-31 08:10:51.810;81;7.0;327;0.32;12.0;0.0
2025-03-31 09:46:29.962;79;8.0;333;5.5;11.3;0.0
2025-03-31 10:14:04.253;74;9.2;349;13.45;13.2;0.0
2025-03-31 11:47:52.863;74;9.5;356;9.52;14.4;0.0
2025-03-31 12:56:17.364;71;9.7;353;5.2;14.9;0.0
2025-03-31 13:19:06.099;69;9.4;4;3.7;14.1;0.0
2025-03-31 14:06:40.380;66;9.3;355;4.0200000000000005;13.4;0.0
2025-03-31 15:51:32.597;63;9.3;356;1.02;15.2;0.1
2025-03-31 16:01:29.294;65;8.8;352;0.32;13.4;0.0
2025-03-31 17:13:59.100;70;8.3;351;0.48;14.2;0.0
2025-03-31 18:27:51.297;67;8.2;357;0.0;12.3;0.0
2025-03-31 19:02:20.042;74;7.6;360;0.0;10.4;0.0
2025-03-31 20:57:57.685;77;7.1;356;0.0;9.4;0.0
2025-03-31 21:41:22.396;78;6.9;358;0.0;9.7;0.0
2025-03-31 22:24:37.639;80;6.6;4;0.0;10.1;0.0
2025-03-31 23:59:48.006;81;6.3;8;0.0;9.8;0.0
2025-04-01 00:47:59.186;82;6.1;4;0.0;9.7;0.0
2025-04-01 01:27:53.295;84;5.6;9;0.0;8.8;0.0
2025-04-01 02:32:00.948;84;5.2;20;0.0;8.4;0.0
2025-04-01 03:31:54.575;85;5.4;18;0.0;8.3;0.0
2025-04-01 04:34:16.415;86;5.1;15;0.0;8.2;0.0
2025-04-01 05:15:03.780;86;4.9;11;0.0;7.3;0.0
2025-04-01 06:50:31.723;81;5.6;18;1.58;6.8;0.0
2025-04-01 07:29:00.539;76;6.4;18;12.35;6.8;0.0
2025-04-01 08:16:43.174;71;7.9;18;16.15;6.8;0.0
2025-04-01 09:17:36.888;60;10.1;11;30.3;7.3;0.0
2025-04-01 10:46:46.191;53;11.4;37;22.3;12.1;0.0
2025-04-01 11:45:56.024;49;11.9;32;4.55;12.8;0.0
2025-04-01 12:39:29.049;43;13.2;41;14.080000000000002;13.3;0.0
2025-04-01 13:22:54.953;44;13.3;43;20.580000000000002;13.8;0.0
2025-04-01 14:10:19.044;45;13.5;39;21.35;15.3;0.0
2025-04-01 15:46:10.477;44;13.3;43;10.32;12.7;0.0
2025-04-01 16:51:56.106;45;13.1;44;10.68;11.5;0.0
2025-04-01 17:19:23.148;49;12.5;30;4.5;12.1;0.0
2025-04-01 18:16:01.415;52;11.4;22;0.25;11.6;0.0
2025-04-01 19:15:52.557;58;9.8;28;0.0;11.4;0.0
2025-04-01 20:04:41.804;64;8.4;40;0.0;11.8;0.0
